ID,PhotoURL,Answer
542,https://caterpillarscount.unc.edu/images/arthropodQuizImages/88.jpeg,Heteroptera
543,https://caterpillarscount.unc.edu/images/arthropodQuizImages/89.jpeg,Hymenoptera
544,https://caterpillarscount.unc.edu/images/arthropodQuizImages/90.jpeg,Hymenoptera
545,https://caterpillarscount.unc.edu/images/arthropodQuizImages/91.jpeg,Hymenoptera
546,https://caterpillarscount.unc.edu/images/arthropodQuizImages/92.jpeg,Hymenoptera
547,https://caterpillarscount.unc.edu/images/arthropodQuizImages/93.jpeg,Hymenoptera
548,https://caterpillarscount.unc.edu/images/arthropodQuizImages/94.jpeg,Hymenoptera
549,https://caterpillarscount.unc.edu/images/arthropodQuizImages/95.jpeg,Hymenoptera
550,https://caterpillarscount.unc.edu/images/arthropodQuizImages/96.jpeg,Hymenoptera
551,https://caterpillarscount.unc.edu/images/arthropodQuizImages/97.jpeg,Hymenoptera
552,https://caterpillarscount.unc.edu/images/arthropodQuizImages/98.jpeg,"Lepidoptera Adult"
553,https://caterpillarscount.unc.edu/images/arthropodQuizImages/99.jpeg,"Lepidoptera larvae"
554,https://caterpillarscount.unc.edu/images/arthropodQuizImages/100.jpeg,"Lepidoptera larvae"
555,https://caterpillarscount.unc.edu/images/arthropodQuizImages/101.jpeg,"Lepidoptera larvae"
556,https://caterpillarscount.unc.edu/images/arthropodQuizImages/102.jpeg,"Lepidoptera larvae"
557,https://caterpillarscount.unc.edu/images/arthropodQuizImages/103.jpeg,"Lepidoptera larvae"
558,https://caterpillarscount.unc.edu/images/arthropodQuizImages/104.jpeg,"Lepidoptera larvae"
559,https://caterpillarscount.unc.edu/images/arthropodQuizImages/105.jpeg,Opiliones
560,https://caterpillarscount.unc.edu/images/arthropodQuizImages/106.jpeg,Opiliones
561,https://caterpillarscount.unc.edu/images/arthropodQuizImages/107.jpeg,Opiliones
562,https://caterpillarscount.unc.edu/images/arthropodQuizImages/108.jpeg,Opiliones
563,https://caterpillarscount.unc.edu/images/arthropodQuizImages/109.jpeg,Opiliones
564,https://caterpillarscount.unc.edu/images/arthropodQuizImages/110.jpeg,Orthoptera
565,https://caterpillarscount.unc.edu/images/arthropodQuizImages/111.jpeg,Orthoptera
566,https://caterpillarscount.unc.edu/images/arthropodQuizImages/112.jpeg,Orthoptera
567,https://caterpillarscount.unc.edu/images/arthropodQuizImages/113.jpeg,Orthoptera
568,https://caterpillarscount.unc.edu/images/arthropodQuizImages/114.jpeg,Orthoptera
569,https://caterpillarscount.unc.edu/images/arthropodQuizImages/115.jpeg,Orthoptera
570,https://caterpillarscount.unc.edu/images/arthropodQuizImages/116.jpeg,Orthoptera
571,https://caterpillarscount.unc.edu/images/arthropodQuizImages/117.jpeg,Sternorrhyncha
572,https://caterpillarscount.unc.edu/images/arthropodQuizImages/118.jpeg,Sternorrhyncha
573,https://caterpillarscount.unc.edu/images/arthropodQuizImages/119.jpeg,Sternorrhyncha
574,https://caterpillarscount.unc.edu/images/arthropodQuizImages/120.jpeg,Sternorrhyncha
575,https://caterpillarscount.unc.edu/images/arthropodQuizImages/121.jpeg,Sternorrhyncha
576,https://caterpillarscount.unc.edu/images/arthropodQuizImages/122.jpeg,Formicidae
